,year,acs_geoid,acs_cbsa_name,epa_site,longitude,latitude
0,2010,15980,"Cape Coral-Fort Myers, FL",12.071.0005,-81.87790799999999,26.602016
1,2010,21500,"Erie, PA",42.049.0003,-80.038611,42.141749999999995
2,2010,22380,"Flagstaff, AZ",04.005.8102,-111.984846,35.973116999999995
3,2010,22380,"Flagstaff, AZ",04.005.8001,-112.1836,36.05864
4,2010,45860,"Torrington, CT",09.005.0004,-73.07907999999999,41.64486
5,2010,26020,"Hobbs, NM",35.025.0008,-103.122917,32.726656
6,2010,16300,"Cedar Rapids, IA",19.113.0040,-91.68766,41.976769999999995
7,2010,27220,"Jackson, WY-ID",56.039.9000,-110.40099599999999,44.565217
8,2010,12700,"Barnstable Town, MA",25.001.0002,-70.02359799999999,41.975804
9,2010,33860,"Montgomery, AL",01.101.1002,-86.26339399999999,32.412811
10,2010,16300,"Cedar Rapids, IA",19.113.0060,-91.67808,41.92425
11,2010,27220,"Jackson, WY-ID",56.039.1011,-110.40034,44.56536
12,2010,19660,"Deltona-Daytona Beach-Ormond Beach, FL",12.127.2001,-80.99366599999999,29.109150999999997
13,2010,22380,"Flagstaff, AZ",04.005.8100,-112.12955099999999,36.077814
14,2010,47980,"Watertown, SD",46.029.0002,-97.128802,44.89965
15,2010,39300,"Providence-New Bedford-Fall River, RI-MA",44.003.0002,-71.72,41.615237
16,2010,23420,"Fresno, CA",06.019.9000,-119.155557,37.220639999999996
17,2010,23420,"Fresno, CA",06.019.5001,-119.716433,36.819449
18,2010,23420,"Fresno, CA",06.019.0242,-119.874739,36.841592
19,2010,23420,"Fresno, CA",06.019.2009,-120.382331,36.634225
20,2010,45940,"Trenton-Ewing, NJ",34.021.0005,-74.74261299999999,40.283091999999996
21,2010,18500,"Corning, NY",36.101.0003,-77.20978,42.09142
22,2010,12300,"Augusta-Waterville, ME",23.011.0016,-69.786717,44.312318999999995
23,2010,15540,"Burlington-South Burlington, VT",50.007.0007,-72.86883999999999,44.528389999999995
24,2010,15540,"Burlington-South Burlington, VT",50.007.0014,-73.2106,44.4762
25,2010,39300,"Providence-New Bedford-Fall River, RI-MA",44.007.0026,-71.379971,41.874668
26,2010,39300,"Providence-New Bedford-Fall River, RI-MA",44.007.0022,-71.41296799999999,41.807469
27,2010,39300,"Providence-New Bedford-Fall River, RI-MA",44.007.1010,-71.36097,41.841038999999995
28,2010,41700,"San Antonio-New Braunfels, TX",48.029.0677,-98.58049899999999,29.423944
29,2010,23420,"Fresno, CA",06.019.0008,-119.77319,36.781333
30,2010,23420,"Fresno, CA",06.019.4001,-119.503659,36.597442
31,2010,45940,"Trenton-Ewing, NJ",34.021.8001,-74.87266,40.31239
32,2010,12300,"Augusta-Waterville, ME",23.011.2005,-69.785,44.230622
33,2010,45940,"Trenton-Ewing, NJ",34.021.9991,-74.8729,40.3125
34,2010,39300,"Providence-New Bedford-Fall River, RI-MA",25.005.1004,-71.169235,41.685707
35,2010,15540,"Burlington-South Burlington, VT",50.007.0012,-73.214444,44.480278
36,2010,24300,"Grand Junction, CO",08.077.0018,-108.56155,39.064288999999995
37,2010,44300,"State College, PA",42.027.0100,-77.877028,40.811389
38,2010,47780,"Washington, IN",18.027.0002,-87.214613,38.573253
39,2010,16220,"Casper, WY",56.025.0001,-106.325088,42.851064
40,2010,42300,"Sault Ste. Marie, MI",26.033.0903,-84.606753,46.454021
41,2010,30980,"Longview, TX",48.183.0001,-94.711811,32.378682
42,2010,42300,"Sault Ste. Marie, MI",26.033.0901,-84.364207,46.493632999999996
43,2010,31420,"Macon, GA",13.021.0007,-83.640996,32.777465
44,2010,26580,"Huntington-Ashland, WV-KY-OH",21.019.5502,-82.63933,38.47564
45,2010,26580,"Huntington-Ashland, WV-KY-OH",21.019.5501,-82.62294,38.45008
46,2010,26580,"Huntington-Ashland, WV-KY-OH",21.019.0002,-82.63136999999999,38.47676
47,2010,26580,"Huntington-Ashland, WV-KY-OH",21.019.5503,-82.65599,38.4773
48,2010,28940,"Knoxville, TN",47.093.1020,-83.87380999999999,36.019186
49,2010,28940,"Knoxville, TN",47.009.0101,-83.941606,35.63348
50,2010,33060,"Miami, OK",40.115.9004,-94.838889,36.922222
51,2010,49420,"Yakima, WA",53.077.0009,-120.499167,46.598056
52,2010,26580,"Huntington-Ashland, WV-KY-OH",39.087.5503,-82.66877,38.518139999999995
53,2010,23860,"Georgetown, SC",45.043.0012,-79.294176,33.382529
54,2010,31420,"Macon, GA",13.021.0012,-83.543493,32.805264
55,2010,28940,"Knoxville, TN",47.093.1017,-83.950666,35.978074
56,2010,36980,"Owensboro, KY",21.059.0005,-87.075307,37.780775999999996
57,2010,26580,"Huntington-Ashland, WV-KY-OH",21.089.0007,-82.731163,38.548136
58,2010,26180,"Honolulu, HI",15.003.1004,-157.871171,21.303382
59,2010,49660,"Youngstown-Warren-Boardman, OH-PA",39.099.0014,-80.65847,41.09596
60,2010,49660,"Youngstown-Warren-Boardman, OH-PA",39.155.0012,-80.555638,41.172787
61,2010,12940,"Baton Rouge, LA",22.005.0004,-90.965628,30.229653
62,2010,12940,"Baton Rouge, LA",22.047.0009,-91.315418,30.221255
63,2010,43620,"Sioux Falls, SD",46.099.0008,-96.700769,43.54792
