,year,acs_geoid,cbsa_name,epa_site,longitude,latitude
486,2016,22140,"Farmington, NM",1005,-108.473138,36.796667
487,2016,28140,"Kansas City, MO-KS",0021,-94.635605,39.117219
488,2016,28140,"Kansas City, MO-KS",0005,-94.377014,39.303174
489,2016,49660,"Youngstown-Warren-Boardman, OH-PA",0100,-80.484779,41.215014
490,2016,49100,"Winona, MN",9000,-91.40534799999999,43.937298999999996
491,2016,49660,"Youngstown-Warren-Boardman, OH-PA",0014,-80.65847,41.09596
492,2016,49660,"Youngstown-Warren-Boardman, OH-PA",0006,-80.669722,41.116667
493,2016,22140,"Farmington, NM",1233,-108.69523,36.8071
494,2016,22140,"Farmington, NM",0009,-107.977567,36.742227
495,2016,17640,"Coco, PR",0002,-66.261461,17.953006
496,2016,16620,"Charleston, WV",0010,-81.628317,38.345600000000005
497,2016,23940,"Gillette, WY",0857,-105.375628,44.277172
498,2016,20500,"Durham-Chapel Hill, NC",0015,-78.904037,36.032955
499,2016,32580,"McAllen-Edinburg-Mission, TX",1046,-98.15206599999999,26.288622
500,2016,14860,"Bridgeport-Stamford-Norwalk, CT",0010,-73.194722,41.170832999999995
501,2016,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1013,-78.91859,42.98844
502,2016,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",0005,-78.80952599999999,42.876906999999996
503,2016,24580,"Green Bay, WI",0005,-87.99343999999999,44.50729
504,2016,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1014,-78.89926,42.998129999999996
505,2016,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",0002,-78.77153,42.99328
506,2016,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",0023,-78.76582499999999,42.921107
507,2016,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",7001,-79.01144699999999,43.096373
508,2016,36860,"Ottawa-Peru, IL",0007,-89.049425,41.293015
